timestamp,amount,category,distance_from_home,merchant,region,is_fraud
2025-11-23 11:18:35.809892,162.37,retail,1.32,"Gill, Stewart and Nichols",US,0
2025-11-23 06:06:35.809892,68.69,retail,3.49,Perez-Powell,US,0
2025-11-01 08:18:35.809892,1630.61,travel,6.57,Mitchell-Middleton,US,0
2025-10-27 18:48:35.809892,90.92,dining,15.86,Bradshaw and Sons,US,0
2025-11-04 00:46:35.809892,64.25,gas,1.25,Roberts-Patel,US,0
2025-11-10 10:36:35.809892,70.83,gas,10.87,Hines-Douglas,US,0
2025-11-12 02:49:35.809892,38.3,dining,13.61,"Solomon, Reyes and Delgado",US,0
2025-11-19 23:06:35.809892,378.33,retail,12.41,Jenkins-Fields,US,0
2025-11-20 12:43:35.809892,368.55,travel,5.04,"Walker, Lynch and Gordon",US,0
2025-11-09 19:14:35.809892,488.25,online,4.97,Greene Ltd,US,0
2025-11-05 16:43:35.809892,194.0,travel,2.58,Dougherty-Nguyen,US,0
2025-11-22 18:21:35.809892,92.7,dining,6.98,Jackson Ltd,US,0
2025-11-16 02:15:35.809892,67.84,dining,3.79,Cohen-Crane,US,0
2025-11-21 05:53:35.809892,611.75,travel,5.66,Paul Ltd,US,0
2025-11-05 18:15:35.809892,174.14,grocery,2.8,Arnold-Boyer,US,0
2025-11-03 00:02:35.809892,29.13,grocery,6.57,Ellis Ltd,US,0
2025-11-11 02:24:35.809892,1166.8245864995708,retail,8.7,Thompson Ltd,US,1
2025-11-20 09:19:35.809892,511.5,online,0.79,Morris LLC,US,0
2025-11-12 14:53:35.809892,59.25,dining,8.95,Kline and Sons,US,0
2025-11-20 10:27:35.809892,92.18630552356025,gas,3.89,"Murray, Sanchez and Morrison",US,0
2025-11-02 15:23:35.809892,1595.1,travel,9.31,Robles Group,US,0
2025-11-11 09:26:35.809892,84.33,grocery,2.82,"Davidson, Lara and Massey",US,0
2025-11-19 21:54:35.809892,74.59,gas,2.38,Sanchez Ltd,US,0
2025-11-05 18:40:35.809892,467.82,retail,245.27115186085703,Smith Inc,US,1
2025-11-11 01:59:35.809892,1996.41,travel,1.45,"Rhodes, Camacho and Cowan",US,1
2025-11-15 04:13:35.809892,151.43,grocery,9.3,Jones-Butler,US,0
2025-11-06 06:05:35.809892,666.77,travel,3.31,Ware-Medina,US,0
2025-10-29 19:20:35.809892,49.17,retail,384.75801452013366,"Frank, Holland and Ferguson",US,1
2025-10-30 17:53:35.809892,31.52,gas,1.84,Gonzales Ltd,US,0
2025-10-30 14:40:35.809892,582.6,online,4.26,Carter Group,US,0
2025-11-22 19:20:35.809892,306.26,retail,1.97,"Mack, Cox and Moran",US,0
2025-11-08 19:52:35.809892,72.03,gas,0.2,"Soto, Alexander and Cobb",US,0
2025-10-29 12:29:35.809892,199.49673443695664,dining,1.59,Thomas LLC,US,0
2025-11-10 05:06:35.809892,116.72,dining,0.03,"Molina, Rodriguez and Jackson",US,0
2025-11-06 17:40:35.809892,123.15,grocery,19.16,Douglas-Thomas,US,0
2025-11-21 13:27:35.809892,28.65,online,155.28499639202943,Pope and Sons,US,0
2025-11-03 07:03:35.809892,20.52,retail,2.51,Davis-May,US,0
2025-11-20 17:44:35.809892,164.26,grocery,6.52,Ellis Ltd,US,0
2025-10-28 09:31:35.809892,46.61,gas,2.12,Goodwin-Sherman,US,0
2025-11-16 14:58:35.809892,35.73,dining,5.56,Phillips-Wallace,US,0
2025-11-13 05:21:35.809892,157.14,retail,8.18,Lyons-Carroll,US,0
2025-11-08 18:19:35.809892,138.14,grocery,14.66,"Johnson, Taylor and Boyd",US,0
2025-11-02 11:24:35.809892,1880.8585909263377,online,2.56,Walker LLC,US,0
2025-11-20 00:06:35.809892,121.21,dining,7.65,"Cox, Carter and Duffy",US,0
2025-11-06 14:24:35.809892,29.31,dining,1.55,Bradley LLC,US,0
2025-11-13 17:51:35.809892,34.94,retail,23.19,Marquez-Nunez,US,0
2025-11-20 02:20:35.809892,37.38,dining,0.13,Manning Ltd,US,0
2025-11-06 07:41:35.809892,1000.7172658006128,retail,343.6386949738948,Thomas LLC,US,1
2025-10-31 17:00:35.809892,95.59,online,5.39,Scott-Perez,US,0
2025-11-13 01:32:35.809892,384.2,travel,5.82,Aguilar and Sons,US,0
2025-10-28 15:54:35.809892,693.58,travel,0.64,"Smith, Diaz and Romero",US,0
2025-11-26 08:26:35.809892,41.78,gas,13.95,"Sullivan, Montgomery and Jackson",US,0
2025-11-03 11:49:35.809892,319.84,retail,1.0,Schneider-Matthews,US,0
2025-11-16 02:17:35.809892,53.58,gas,4.87,"Edwards, Brooks and Grimes",US,0
2025-11-16 23:42:35.809892,132.84,dining,1.26,Wong-Harrell,US,0
2025-11-11 07:06:35.809892,633.08,travel,1.84,Thompson-Prince,US,0
2025-11-10 21:11:35.809892,132.88,grocery,3.95,Barnett Inc,US,0
2025-11-21 05:02:35.809892,247.05,travel,2.7,Walker-Clark,US,0
2025-10-30 14:46:35.809892,171.74,grocery,0.87,Ramirez Ltd,US,0
2025-11-10 08:45:35.809892,77.67,grocery,0.94,Santos LLC,US,0
2025-11-21 15:01:35.809892,1548.0,travel,2.71,Stevens-Durham,US,0
2025-10-28 15:18:35.809892,89.32,dining,7.08,Larsen PLC,US,0
2025-11-23 14:48:35.809892,143.34,grocery,11.41,Figueroa LLC,US,0
2025-11-24 00:34:35.809892,52.47,grocery,173.39042812878736,"Johnson, Sims and Crane",US,0
2025-11-03 15:18:35.809892,97.33,online,2.5,"Jones, Tran and Nichols",US,0
2025-11-26 10:30:35.809892,791.22,online,0.53,"Medina, Miller and Yates",US,0
2025-11-26 03:04:35.809892,111.93,grocery,0.08,Knight-Wright,US,0
2025-11-23 17:19:35.809892,184.77,grocery,46.7359053658959,Robles-White,US,0
2025-11-23 10:13:35.809892,301.35,retail,4.61,"Mathews, Perez and Love",US,0
2025-11-19 20:54:35.809892,285.57,retail,0.89,Williams PLC,US,0
2025-10-29 16:50:35.809892,337.45,retail,1.33,Arnold-Davis,US,0
2025-11-24 13:12:35.809892,20.97,dining,0.12,Quinn Inc,US,0
2025-11-05 06:58:35.809892,1587.59,travel,9.01,Mills Inc,US,0
2025-11-01 05:16:35.809892,451.63,online,18.38,Perez PLC,US,0
2025-11-12 02:00:35.809892,899.81,online,0.73,"Woods, Garcia and Keith",US,0
2025-10-29 02:06:35.809892,845.72,online,1.32,Flores Ltd,US,0
2025-11-06 17:32:35.809892,102.68,online,10.14,Gonzalez Inc,US,0
2025-11-19 18:25:35.809892,823.95,online,13.05,Miller-Gonzalez,US,0
2025-11-18 14:20:35.809892,194.93,grocery,2.72,"Lawrence, George and Evans",US,0
2025-11-06 22:05:35.809892,920.55,online,0.26,Perkins Inc,US,0
2025-11-16 19:16:35.809892,129.86,dining,0.2,"Tanner, Waters and Lee",US,0
2025-11-23 23:36:35.809892,752.55,online,4.27,"Mendez, Bryant and Smith",US,0
2025-11-24 17:16:35.809892,124.9,grocery,2.5,Guzman-Vasquez,US,0
2025-11-10 08:49:35.809892,177.27,grocery,0.15,Murphy Group,US,0
2025-11-15 08:22:35.809892,274.34,online,4.38,"Campbell, Brewer and Baker",US,0
2025-11-07 03:38:35.809892,1639.39,travel,0.06,"Wright, Hill and Hoffman",US,1
2025-10-28 13:59:35.809892,368.3,retail,7.74,Garrett-Rodriguez,US,0
2025-11-19 06:57:35.809892,76.88,gas,1.83,Freeman LLC,US,0
2025-11-13 06:10:35.809892,73.43,gas,0.21,"Ruiz, Martin and Jones",US,0
2025-11-16 14:03:35.809892,60.07,gas,4.44,Chambers-Davis,US,0
2025-10-29 07:34:35.809892,847.66,travel,2.53,Peterson-Mcdaniel,US,0
2025-11-10 10:43:35.809892,79.66,grocery,18.21,Lee Inc,US,0
2025-11-13 13:35:35.809892,41.33,gas,3.93,Lewis PLC,US,0
2025-11-16 07:08:35.809892,99.62,dining,1.61,Flores-Moreno,US,0
2025-11-14 02:06:35.809892,190.41,grocery,6.18,Cohen PLC,US,0
2025-11-25 08:52:35.809892,262.06,online,1.58,Duncan and Sons,US,0
2025-11-08 18:47:35.809892,638.53,travel,11.73,Moore-Miranda,US,0
2025-11-03 22:49:35.809892,649.1766481065224,travel,2.35,Phelps PLC,US,0
2025-10-30 20:46:35.809892,112.45,grocery,3.99,"Moore, Frye and Zavala",US,0
2025-11-10 05:52:35.809892,135.32,dining,0.26,"Larson, Butler and Barber",US,0
2025-11-23 11:39:35.809892,484.72,online,2.78,Cantu Group,US,0
2025-10-28 18:33:35.809892,486.45,travel,8.93,Wood-Torres,US,0
2025-11-15 00:47:35.809892,59.57,gas,8.19,"Gomez, Mcgee and Cole",US,0
2025-10-28 21:40:35.809892,996.95,online,1.27,Elliott-Farmer,US,0
2025-10-28 22:38:35.809892,481.64,retail,1.28,Gill Group,US,0
2025-11-21 23:38:35.809892,589.29,online,8.5,Schmitt LLC,US,0
2025-11-13 18:44:35.809892,201.01,retail,13.32,"Trujillo, Proctor and Wang",US,0
2025-11-10 20:43:35.809892,229.04,retail,0.5,Cardenas and Sons,US,0
2025-11-02 17:10:35.809892,43.89,gas,2.99,Bates LLC,US,0
2025-11-24 12:41:35.809892,36.68,gas,2.06,Wall-Johnson,US,0
2025-11-15 20:47:35.809892,33.03,grocery,10.23,Gibbs-Nguyen,US,0
2025-11-17 04:25:35.809892,870.6550449059278,retail,0.44,"Stevenson, Salinas and Williamson",US,0
2025-11-02 01:44:35.809892,35.21,dining,1.19,Gates-Rodriguez,US,0
2025-11-12 13:08:35.809892,131.02,grocery,6.98,Martin Ltd,US,0
2025-11-10 13:51:35.809892,129.95,dining,0.26,David-Watkins,US,0
2025-11-18 21:08:35.809892,410.51,retail,3.39,Harrington Group,US,0
2025-11-12 19:57:35.809892,124.73,retail,2.92,"Moyer, Mccarthy and Wright",US,0
2025-11-23 02:45:35.809892,387.58,online,2.04,"Willis, Brown and Brown",US,0
2025-11-08 13:17:35.809892,190.88,online,2.51,Hill-Wood,US,0
2025-11-21 12:26:35.809892,97.06,dining,491.5312317391133,Rodriguez-Taylor,US,1
2025-11-06 01:51:35.809892,803.57,online,0.88,"Jones, Rowland and Oconnor",US,0
2025-11-21 14:21:35.809892,120.23,dining,4.24,Sawyer PLC,US,0
2025-10-27 15:13:35.809892,39.03,gas,8.18,Andrews-Hoffman,US,0
2025-11-09 03:48:35.809892,77.84,gas,7.14,Sanchez-Armstrong,US,0
2025-11-23 00:08:35.809892,698.8,online,0.84,"Green, Schmidt and Carter",US,0
2025-11-23 08:59:35.809892,47.88,gas,0.81,Taylor Inc,US,0
2025-11-02 16:43:35.809892,986.46,travel,1.56,"Dawson, Edwards and Castaneda",US,0
2025-11-16 15:50:35.809892,72.11,grocery,2.24,Burgess-Lewis,US,0
2025-11-20 15:26:35.809892,223.96,retail,2.63,Mcdonald-Murray,US,0
2025-11-18 11:06:35.809892,198.04,travel,5.69,Gonzalez-Mata,US,0
2025-10-30 13:15:35.809892,76.16,grocery,0.29,Scott-Adkins,US,0
2025-10-28 06:29:35.809892,251.06,retail,0.18,Taylor Ltd,US,0
2025-11-15 01:08:35.809892,247.47,travel,2.49,Simmons-Shaffer,US,0
2025-10-30 00:06:35.809892,72.14,dining,5.97,Decker Inc,US,0
2025-11-22 21:53:35.809892,1338.23,travel,161.04600418347098,"Brooks, Knight and Forbes",US,1
2025-11-05 12:37:35.809892,81.38,online,31.113266752234768,"Marks, Murphy and Ryan",US,0
2025-11-11 20:31:35.809892,39.76,gas,1.5,Andrews-Walters,US,0
2025-11-02 21:11:35.809892,2809.3822173145027,online,10.86,"Jones, Davis and Grant",US,0
2025-11-14 23:18:35.809892,104.62,online,11.3,Schmidt PLC,US,0
2025-11-23 09:30:35.809892,38.56,grocery,1.76,Berry Group,US,0
2025-11-07 23:15:35.809892,37.18,grocery,1.31,"Santos, Lee and Jones",US,0
2025-11-09 05:51:35.809892,524.11,online,201.06848416263534,"Jordan, Hill and Hayes",US,0
2025-11-04 14:41:35.809892,73.45,gas,89.38052989401568,"Hernandez, Rivera and White",US,0
2025-10-29 16:59:35.809892,37.26,online,5.58,"Morgan, Rose and Schwartz",US,0
2025-11-06 18:36:35.809892,156.47,grocery,8.75,Preston-Morales,US,0
2025-11-13 20:08:35.809892,41.39,gas,5.59,Smith-Clayton,US,0
2025-11-08 03:57:35.809892,163.39,grocery,8.7,Smith LLC,US,0
2025-11-05 01:09:35.809892,346.05,retail,2.53,Hernandez-Foley,US,0
2025-10-27 19:47:35.809892,119.29,dining,0.85,"Craig, Nguyen and Ellis",US,0
2025-10-30 01:53:35.809892,1072.8,travel,6.7,"Gonzalez, Underwood and Schaefer",US,0
2025-11-25 13:44:35.809892,1906.44,travel,2.24,"Camacho, Hernandez and Mejia",US,0
2025-11-22 16:03:35.809892,905.86,online,5.56,Parker Inc,US,0
2025-11-12 19:25:35.809892,366.92,online,1.58,Ferguson Inc,US,0
2025-11-14 23:56:35.809892,80.23,grocery,0.42,Fernandez Inc,US,0
2025-11-14 08:25:35.809892,90.97,dining,24.52,Harrell-Hebert,US,0
2025-11-24 19:06:35.809892,121.32,dining,0.85,"Clark, Turner and Coleman",US,0
2025-11-13 09:54:35.809892,164.07,retail,22.29,Hall-Gillespie,US,0
2025-11-16 16:37:35.809892,427.52,retail,18.92,Johnson-Rich,US,0
2025-11-07 05:12:35.809892,139.71,dining,7.89,Martinez-Gould,US,0
2025-11-02 09:22:35.809892,1203.06,travel,5.39,Wallace Ltd,US,0
2025-11-09 18:42:35.809892,1147.74,travel,4.31,"Clark, Williams and Gonzales",US,0
2025-11-03 10:59:35.809892,757.43,online,10.05,Harris Group,US,0
2025-11-25 22:42:35.809892,79.1,dining,1.71,"Olsen, Davis and Thompson",US,0
2025-11-06 19:40:35.809892,476.43,retail,3.15,"Ramsey, Martinez and Sherman",US,0
2025-11-19 08:42:35.809892,77.01,gas,4.83,Shepard Ltd,US,0
2025-11-14 11:56:35.809892,63.44,gas,2.65,"Howard, Cowan and Perry",US,1
2025-11-24 15:05:35.809892,44.8,gas,2.79,Galloway PLC,US,0
2025-11-06 19:40:35.809892,1595.92,travel,2.0,Woods-Hicks,US,0
2025-11-26 10:38:35.809892,258.27,travel,4.15,Smith-James,US,0
2025-11-06 01:46:35.809892,62.42,retail,9.5,Ross-Mathews,US,0
2025-10-27 18:47:35.809892,48.29,retail,1.13,Ward-Collins,US,0
2025-11-21 19:20:35.809892,87.4,dining,13.62,Hamilton Ltd,US,0
2025-11-22 17:08:35.809892,120.07,grocery,5.84,Perez-Haynes,US,0
2025-11-05 12:56:35.809892,78.96,gas,8.67,"Schneider, Price and Ruiz",US,0
2025-11-25 20:04:35.809892,120.7,dining,4.06,Blair-Merritt,US,0
2025-11-14 06:48:35.809892,67.43,gas,7.56,Taylor and Sons,US,0
2025-11-05 07:15:35.809892,61.5,dining,0.08,Cunningham and Sons,US,0
2025-11-23 09:17:35.809892,86.57,retail,8.53,"Moore, Neal and Farmer",US,0
2025-11-19 14:37:35.809892,16.53,dining,0.2,Carlson and Sons,US,0
2025-11-14 00:58:35.809892,198.83,grocery,11.03,"Guerrero, Watson and Perry",US,0
2025-10-28 18:17:35.809892,974.31,travel,24.12,Barnes and Sons,US,0
2025-10-29 02:14:35.809892,525.97,travel,1.74,"Sanford, Harmon and Patrick",US,0
2025-10-28 20:25:35.809892,71.57,retail,1.18,Diaz Inc,US,0
2025-10-29 03:21:35.809892,254.43,online,7.25,Johnson and Sons,US,0
2025-11-06 09:40:35.809892,55.04,grocery,1.46,Powell-Brooks,US,0
2025-11-09 01:13:35.809892,425.07,online,10.03,Howell-Johnson,US,0
2025-11-08 16:07:35.809892,70.66,grocery,0.54,Rivera Group,US,0
2025-11-06 10:50:35.809892,191.9,grocery,199.58559261968858,Moss and Sons,US,0
2025-11-22 22:03:35.809892,273.17,travel,19.35,Williams-Bennett,US,0
2025-11-10 18:38:35.809892,1359.54,travel,5.6,"Sharp, Jackson and Garcia",US,0
2025-11-15 14:04:35.809892,658.3457147326887,gas,9.38,Prince-Davis,US,1
2025-10-30 21:22:35.809892,92.76,grocery,1.96,Rodriguez Group,US,0
2025-11-05 17:25:35.809892,175.16,travel,5.64,Lucero-Chase,US,0
2025-11-03 16:40:35.809892,935.19,online,4.51,"Alexander, Vincent and Pacheco",US,0
2025-11-18 08:30:35.809892,45.96,gas,4.62,Collins Group,US,0
2025-11-01 03:14:35.809892,105.21,online,5.74,Anderson-Douglas,US,0
2025-11-01 02:21:35.809892,826.1,travel,4.28,Krueger-Barnett,US,0
2025-11-01 01:07:35.809892,162.33,grocery,2.8,Woods Ltd,US,0
2025-11-10 09:48:35.809892,140.04,dining,1.61,"Gonzalez, Robinson and Anderson",US,0
2025-11-21 21:15:35.809892,868.76,online,7.32,Perez Inc,US,0
2025-11-17 12:06:35.809892,72.08,grocery,1.28,"Davis, Powell and Eaton",US,0
2025-10-31 00:21:35.809892,57.81,dining,5.89,Wright LLC,US,0
2025-11-13 08:51:35.809892,504.94,travel,1.33,Blair LLC,US,0
2025-11-21 19:35:35.809892,131.13,dining,4.91,Page-Murray,US,0
2025-11-01 15:48:35.809892,26.75,grocery,6.87,"Meyer, Ray and Stephenson",US,0
2025-11-07 22:52:35.809892,78.61,retail,1.23,Murphy LLC,US,0
2025-11-07 09:43:35.809892,82.7,grocery,0.31,"Thomas, Doyle and Rosales",US,0
2025-11-16 07:40:35.809892,44.4,dining,0.7,"Bullock, Cruz and Williams",US,0
2025-11-12 06:31:35.809892,49.43,gas,4.66,Petty Inc,US,0
2025-10-31 00:19:35.809892,38.69,dining,143.40938515626746,Walters and Sons,US,0
2025-11-17 19:56:35.809892,80.69,dining,0.23,Sanders Inc,US,0
2025-11-12 22:21:35.809892,1439.09,travel,6.62,"Castillo, Mathews and Lopez",US,0
2025-11-06 15:38:35.809892,636.42,travel,2.09,"Sullivan, Haney and Chavez",US,0
2025-11-12 02:31:35.809892,86.46,grocery,3.26,Gardner-Wilson,US,0
2025-11-13 04:00:35.809892,141.78,dining,13.22,Rios-Robertson,US,0
2025-11-25 15:22:35.809892,134.68,dining,2.02,Rogers-Stafford,US,0
2025-11-13 01:20:35.809892,94.91,retail,3.13,Peterson-Wiggins,US,0
2025-10-29 13:08:35.809892,66.62,grocery,0.07,"Bryant, Davis and Chase",US,0
2025-11-13 19:18:35.809892,921.77,online,0.43,"Baker, Casey and Simmons",US,0
2025-11-19 21:32:35.809892,433.35,retail,1.5,Oconnell and Sons,US,0
2025-11-15 08:12:35.809892,177.85,grocery,319.9172769372725,Perez Group,US,1
2025-11-18 17:02:35.809892,279.22,online,4.99,Martinez Ltd,US,0
2025-11-01 15:56:35.809892,30.39,gas,2.78,Martinez-Bailey,US,0
2025-11-04 20:01:35.809892,169.72,online,3.97,Graham-Joyce,US,0
2025-11-03 16:14:35.809892,44.2,gas,0.96,Burch PLC,US,0
2025-10-27 15:45:35.809892,149.99,dining,1.75,Sanders PLC,US,0
2025-11-01 20:51:35.809892,150.73,grocery,5.45,Thomas Ltd,US,0
2025-10-28 22:47:35.809892,146.82,grocery,16.81,Parsons and Sons,US,0
2025-11-03 05:24:35.809892,41.22,dining,0.26,"Garner, Fox and Chan",US,0
2025-11-16 11:19:35.809892,535.31,online,11.05,"Heath, Warren and Mcbride",US,0
2025-11-21 22:13:35.809892,703.21,online,4.3,Ryan-Steele,US,0
2025-11-21 04:39:35.809892,1542.42,travel,37.25182529890039,"Jackson, Moore and Becker",US,0
2025-11-11 14:10:35.809892,28.81,dining,3.47,"Walters, Montgomery and Bridges",US,0
2025-11-19 19:59:35.809892,130.39,grocery,0.36,"Hernandez, Dunlap and Lynch",US,0
2025-11-15 06:10:35.809892,187.37,grocery,0.47,Ramirez Group,US,0
2025-11-04 13:48:35.809892,113.92,dining,4.59,Price-Boyd,US,0
2025-11-14 03:26:35.809892,1380.86,travel,2.08,English-Mcdonald,US,0
2025-10-28 17:35:35.809892,82.19,dining,12.46,Griffith LLC,US,0
2025-11-03 05:43:35.809892,53.23,gas,2.61,Jones Ltd,US,0
2025-11-07 12:00:35.809892,624.36,online,0.77,"Barnett, Clark and Quinn",US,0
2025-11-21 17:52:35.809892,306.21,retail,211.2862781904262,"Chung, Brown and Jenkins",US,1
2025-10-28 13:07:35.809892,396.44,retail,1.74,Castillo and Sons,US,0
2025-11-16 03:56:35.809892,130.91111139761435,dining,3.73,Myers and Sons,US,0
2025-11-24 06:09:35.809892,144.1,grocery,5.98,"Barnes, Vargas and Wright",US,0
2025-11-11 16:30:35.809892,27.09,retail,11.53,Jones-Richmond,US,0
2025-10-29 13:34:35.809892,41.68,gas,7.86,Taylor-Morales,US,0
2025-11-15 15:11:35.809892,34.43,dining,5.64,"Singh, Blackburn and Hernandez",US,0
2025-11-12 21:04:35.809892,73.79,grocery,5.69,Thomas-Hill,US,0
2025-11-24 15:08:35.809892,112.17,grocery,14.59,Smith-Wilson,US,0
2025-11-17 12:36:35.809892,616.74,online,1.75,Warren-Ingram,US,0
2025-10-28 00:20:35.809892,432.65,retail,0.01,"Ruiz, Guerrero and Evans",US,0
2025-11-04 12:31:35.809892,192.34,online,1.59,Weaver PLC,US,0
2025-11-10 14:33:35.809892,868.7791898644377,travel,200.17730563389958,Hernandez-Beard,US,1
2025-11-20 22:15:35.809892,77.11,gas,5.42,"Peterson, Nelson and Travis",US,0
2025-11-14 01:58:35.809892,155.26,retail,5.02,Massey-Scott,US,0
2025-11-04 02:04:35.809892,290.29,retail,4.5,"Owens, Richards and Walter",US,0
2025-11-03 04:04:35.809892,63.05,grocery,0.08,"Glenn, Freeman and Carter",US,0
2025-11-06 17:05:35.809892,106.21,dining,6.52,"Garcia, Bright and Morrison",US,0
2025-11-14 04:55:35.809892,101.4,dining,1.95,"Grimes, Allen and Horn",US,0
2025-11-14 10:51:35.809892,17.73,dining,5.47,Copeland-Richmond,US,0
2025-11-18 16:30:35.809892,621.06,online,4.07,Brown-Garcia,US,0
2025-10-31 13:23:35.809892,60.01,gas,2.1,Kirby-Oconnor,US,0
2025-11-07 13:18:35.809892,1862.46,travel,0.72,Bowman-Murphy,US,0
2025-10-27 19:45:35.809892,203.58,retail,0.5,"Huff, Bird and Miller",US,0
2025-11-02 02:38:35.809892,70.97,gas,8.9,Marquez Group,US,0
2025-11-12 21:42:35.809892,3807.0729624516885,travel,130.58069051897127,Willis and Sons,US,1
2025-11-07 11:47:35.809892,65.71,retail,5.25,"Hamilton, Baker and Osborn",US,0
2025-10-31 10:55:35.809892,48.68,gas,0.55,"Freeman, Obrien and Cunningham",US,0
2025-11-26 02:10:35.809892,30.46,grocery,97.32250780248856,"Stone, Schaefer and Reyes",US,1
2025-11-09 09:01:35.809892,39.21,gas,6.53,"Rodriguez, Massey and Day",US,0
2025-11-10 15:58:35.809892,112.54,grocery,108.47947005365847,Johnston Inc,US,0
2025-11-12 06:13:35.809892,7197.487940543075,travel,0.63,Ward Ltd,US,0
2025-11-26 05:17:35.809892,36.84,gas,0.0,"Mckee, Fisher and Long",US,0
2025-11-11 16:26:35.809892,459.7,retail,6.23,"Williams, Holland and Alexander",US,0
2025-11-01 23:31:35.809892,372.28,retail,2.2,Berry-Mills,US,0
2025-10-31 06:02:35.809892,41.43,dining,1.47,Li-Fuller,US,0
2025-10-30 06:09:35.809892,225.4,retail,0.06,Caldwell-Johnson,US,0
2025-11-02 06:54:35.809892,476.22,online,127.4797555114461,"White, Mccoy and Murphy",US,0
2025-11-21 12:18:35.809892,264.43,travel,9.52,Knapp-Pham,US,0
2025-11-02 14:34:35.809892,83.44,online,15.81,"Bryant, Macdonald and Howard",US,0
2025-11-16 16:54:35.809892,122.74,online,137.42591466324782,"Cooper, Beltran and Wright",US,0
2025-11-03 11:27:35.809892,323.65,retail,3.61,Bowers-Nguyen,US,0
2025-11-02 21:08:35.809892,79.09,retail,0.44,"Ritter, Baker and Leon",US,0
2025-11-15 10:38:35.809892,521.65,online,3.98,Hansen PLC,US,0
2025-11-10 18:39:35.809892,60.22,retail,2.39,"Morris, Morales and Bailey",US,0
2025-11-11 22:03:35.809892,25.21,grocery,4.67,Kirk Inc,US,0
2025-11-03 08:33:35.809892,58.49,gas,2.46,Bell-Medina,US,0
2025-11-12 06:43:35.809892,700.32,online,1.37,Stewart LLC,US,0
2025-11-02 08:51:35.809892,507.18,online,0.5,Sloan Inc,US,0
2025-11-05 18:39:35.809892,1455.85,travel,1.89,"Sullivan, Howell and Fowler",US,0
2025-11-12 02:37:35.809892,218.11,retail,0.51,Harris-Chase,US,0
2025-10-28 23:28:35.809892,364.98,travel,0.97,Bell-Shaffer,US,0
2025-11-16 05:12:35.809892,37.1,dining,21.85,Fischer-Chung,US,0
2025-11-18 19:12:35.809892,73.58,gas,2.94,Smith-Lopez,US,0
2025-11-07 22:13:35.809892,57.65,dining,3.8,Stout-Graves,US,0
2025-11-24 12:33:35.809892,105.81,dining,10.34,"Phillips, Castro and Thompson",US,0
2025-11-15 23:30:35.809892,144.89,retail,27.1,"Dominguez, Gonzalez and Davis",US,0
2025-11-02 01:45:35.809892,124.91,dining,97.59328100044559,"Melendez, Alvarado and Phelps",US,0
2025-11-22 10:11:35.809892,45.75,gas,8.37,Baldwin PLC,US,0
2025-10-30 01:35:35.809892,276.24,retail,1.98,Sanders-Morse,US,0
2025-11-04 18:13:35.809892,67.53,gas,1.82,Kirk Ltd,US,0
2025-11-23 04:34:35.809892,66.98,gas,2.58,Austin-Arellano,US,0
2025-11-02 13:25:35.809892,107.45,dining,5.58,Key-Ramos,US,0
2025-10-27 19:07:35.809892,74.01,dining,5.73,Sanchez and Sons,US,0
2025-10-27 21:10:35.809892,44.64,gas,1.89,"Haney, Johnson and Walker",US,0
2025-11-02 19:55:35.809892,146.28,dining,0.71,"Lucero, Sanchez and Perez",US,0
2025-11-05 20:44:35.809892,653.48,travel,5.0,"Cain, Thomas and Phillips",US,0
2025-11-03 03:39:35.809892,1106.43,travel,0.69,Mathews Group,US,0
2025-10-30 03:37:35.809892,52.24,gas,4.32,Perry-Arnold,US,0
2025-11-14 13:28:35.809892,706.13,online,5.91,"Lee, Lopez and Stone",US,0
2025-11-06 14:19:35.809892,450.81,online,6.03,Burton-Oneal,US,0
2025-11-03 11:52:35.809892,3611.246248696642,travel,484.1167567257225,Francis-Mann,US,1
2025-11-19 12:10:35.809892,180.44,grocery,10.31,Lara-Baker,US,0
2025-11-21 07:36:35.809892,49.38,gas,3.47,Diaz-Schaefer,US,0
2025-10-28 15:24:35.809892,51.14,gas,6.55,Flores LLC,US,0
2025-11-15 01:13:35.809892,416.13,travel,4.83,Rubio and Sons,US,0
2025-11-11 20:52:35.809892,641.76,online,1.03,Heath-Andersen,US,0
2025-11-23 21:02:35.809892,96.89,dining,0.13,Pope PLC,US,0
2025-10-29 23:08:35.809892,1972.21,travel,1.67,Davis PLC,US,0
2025-10-31 20:33:35.809892,37.28,gas,2.93,"Alvarez, Edwards and Aguirre",US,0
2025-10-27 15:20:35.809892,48.71,gas,4.8,"Perez, Bailey and Park",US,0
2025-11-20 17:54:35.809892,54.39,dining,9.48,"Nicholson, Walker and Adams",US,0
2025-11-20 10:36:35.809892,645.86,online,1.09,Stevens Group,US,0
2025-11-08 05:11:35.809892,1313.95,travel,0.67,Garza-Brown,US,0
2025-11-15 01:26:35.809892,70.73,grocery,16.55,Johnson Group,US,0
2025-11-05 06:53:35.809892,745.87,travel,0.57,"Santos, Huang and Woods",US,0
2025-11-10 17:16:35.809892,112.0,online,3.26,"Hernandez, Fleming and Jones",US,0
2025-10-28 03:28:35.809892,83.27,dining,4.4,"Hill, King and Mosley",US,0
2025-11-01 14:29:35.809892,267.83,retail,3.9,Reeves Group,US,0
2025-11-24 06:39:35.809892,283.48,retail,450.3097652328413,Padilla-Bender,US,1
