timestamp,amount,merchant,category,card_type,is_fraud
2025-09-07T21:38:25,1583.93,Lewis-Lopez,electronics,MasterCard,0
2025-05-21T16:09:45,922.53,"Love, Wilson and Hall",electronics,MasterCard,0
2025-11-12T00:40:36,1118.24,Cortez-Olson,grocery,Amex,0
2025-07-05T22:52:33,3998.36,Clark-Martin,grocery,Amex,0
2025-11-20T15:31:29,1742.97,Johnson-Williams,travel,MasterCard,0
2025-08-11T17:16:54,4882.77,"Martin, Soto and Williams",dining,MasterCard,0
2025-08-11T05:56:11,3449.16,Brown LLC,travel,MasterCard,1
2025-03-11T22:04:17,2909.23,"Mullen, Greene and Elliott",electronics,Visa,0
2025-01-08T05:33:04,2747.33,"Luna, Nicholson and Valentine",dining,Amex,0
2025-03-26T02:47:49,1722.05,Obrien-Ruiz,dining,Visa,0
2025-07-07T01:28:29,2101.27,Robinson Group,electronics,MasterCard,0
2025-08-22T08:13:21,1405.35,Norton and Sons,travel,Amex,0
2025-08-31T00:45:15,3433.2,"Dixon, Jackson and Jennings",electronics,Visa,0
2025-06-26T02:38:53,2781.15,"Garza, Hall and Cruz",travel,Visa,0
2025-02-12T03:56:48,4002.19,Harris PLC,dining,Visa,0
2025-09-23T18:46:13,891.27,Serrano-Jacobs,electronics,MasterCard,0
2025-03-10T21:41:40,1507.17,Valenzuela-Greene,grocery,MasterCard,0
2025-11-01T10:10:53,503.88,"Gordon, Wilson and Olson",travel,MasterCard,0
2025-02-20T14:45:10,2387.93,"Ryan, Smith and Pace",dining,Amex,0
2025-09-21T12:37:53,1679.94,"Reynolds, Fisher and Golden",electronics,MasterCard,0
2025-09-28T22:30:08,108.98,"Patterson, Mays and Olson",travel,Amex,0
2025-10-26T12:32:21,2883.71,Bell-Ballard,travel,MasterCard,0
2025-10-23T18:03:36,1781.99,"Johnston, Coleman and Scott",dining,Amex,0
2025-10-25T10:19:20,2240.18,Kent Inc,electronics,MasterCard,0
2025-04-21T00:14:12,3162.24,"Mcdowell, Ortiz and Lopez",travel,Amex,0
2025-10-03T09:44:46,4040.51,"Clarke, Lane and Wilson",dining,Visa,0
2025-01-03T19:03:12,404.77,Pena-Watts,electronics,MasterCard,0
2025-05-03T16:25:02,3268.54,Cox-Moore,dining,MasterCard,0
2025-09-11T01:07:40,4439.58,"King, Wyatt and Henderson",electronics,Amex,0
2025-05-23T00:02:59,2938.73,"Hill, Becker and Fischer",dining,Visa,0
2025-06-10T11:33:56,927.59,"Bowers, Olson and Wood",travel,Amex,1
2025-08-04T12:08:55,1265.72,King-Parker,grocery,Visa,0
2025-05-14T17:38:00,842.88,"Sanders, Taylor and Shields",grocery,MasterCard,0
2025-02-16T05:57:35,2746.68,"Hall, Logan and Avery",dining,Amex,1
2025-02-08T22:39:52,3827.33,Romero LLC,electronics,Amex,0
2025-11-08T00:29:52,784.82,"Mendez, Cohen and Williams",dining,MasterCard,0
2025-06-01T02:42:32,1154.49,"Smith, Davis and Thomas",dining,Amex,0
2025-08-22T02:41:34,640.79,Davis-Baker,travel,Visa,0
2025-05-25T00:26:02,185.42,Lynch Ltd,electronics,MasterCard,0
2025-05-30T06:10:40,2341.3,Mendez-Meyer,electronics,Amex,0
2025-10-04T08:38:49,2229.78,"Brown, Ayala and Thompson",travel,Amex,0
2025-07-11T23:50:50,2991.95,Smith-Jefferson,dining,Amex,0
2025-11-09T04:59:00,3202.53,"Mitchell, Johnson and Greene",electronics,MasterCard,0
2025-07-20T07:43:53,2702.94,"Hall, Jackson and Johnson",dining,MasterCard,0
2025-04-03T22:02:00,1835.26,"Smith, Moore and Shea",electronics,Visa,0
2025-10-30T19:04:40,10.46,Gomez-Foster,travel,MasterCard,0
2025-08-16T14:39:47,1440.94,Holmes Ltd,dining,MasterCard,0
2025-10-01T06:13:54,1505.06,Calhoun PLC,electronics,Amex,0
2025-04-21T11:40:27,1163.76,"Gallegos, Herman and Bailey",electronics,Visa,1
2025-11-13T17:08:58,2064.56,Perez-Mccarty,dining,Visa,0
2025-06-26T14:39:40,824.71,Andrews-Green,dining,MasterCard,0
2025-06-08T02:46:11,1110.76,"Rodriguez, Jones and Phillips",travel,Amex,0
2025-02-15T10:36:10,3825.05,"Frye, Walter and Li",electronics,MasterCard,0
2025-08-12T06:23:57,3245.8,Benson-Church,electronics,MasterCard,0
2025-08-07T17:06:42,948.12,Carrillo-Todd,travel,MasterCard,0
2025-10-29T05:06:17,560.68,Maldonado-Mosley,dining,MasterCard,0
2025-01-11T14:55:37,3505.36,Wilson-Jones,electronics,Visa,0
2025-09-04T02:09:21,769.23,Rhodes and Sons,grocery,Visa,0
2025-11-07T18:02:41,4861.94,Gutierrez-Gomez,travel,Amex,0
2025-07-28T00:38:15,2197.7,Haynes LLC,grocery,Visa,1
2025-04-07T09:55:43,83.48,Davis-Nunez,dining,MasterCard,0
2025-11-15T20:58:14,3930.77,Jones-Velazquez,electronics,MasterCard,0
2025-07-05T01:49:07,3487.7,Gomez-Shannon,grocery,Visa,0
2025-04-15T11:58:05,289.63,Valentine Ltd,grocery,Amex,0
2025-03-15T20:29:22,2356.03,Mclaughlin-Young,electronics,MasterCard,0
2025-04-05T00:07:48,4142.98,Clark-Harris,travel,MasterCard,0
2025-04-07T23:19:48,3858.41,"Kelly, Maxwell and Wilson",grocery,Visa,0
2025-01-31T11:33:25,2309.56,"Sosa, Vasquez and Smith",travel,MasterCard,0
2025-07-30T06:54:10,1951.72,Charles LLC,electronics,Visa,0
2025-08-30T01:02:24,3149.53,Vasquez-Galloway,grocery,MasterCard,0
2025-08-12T02:54:31,2411.34,Henry-Joyce,electronics,Visa,0
2025-07-18T12:06:38,4319.65,Sanders-Christensen,grocery,Visa,0
2025-02-19T19:20:20,3168.22,Fox Group,travel,MasterCard,0
2025-07-05T18:15:58,2927.64,"Johnson, Reed and Dalton",travel,Visa,0
2025-10-29T07:56:56,4844.49,Bryant Inc,dining,Amex,0
2025-09-29T04:06:39,2985.1,"Stevens, Norris and Smith",grocery,Visa,0
2025-03-23T20:21:16,796.92,Carpenter-Nguyen,electronics,Amex,0
2025-08-26T23:30:20,309.66,Lopez-Baker,travel,Amex,0
2025-04-15T15:04:00,2686.4,Mullen-Cooper,dining,Visa,0
2025-03-13T10:11:58,1590.53,Coleman-Barnes,electronics,MasterCard,0
2025-10-20T02:58:21,3668.61,Diaz-Morales,dining,MasterCard,1
2025-06-25T01:05:55,3624.75,Duncan PLC,grocery,MasterCard,0
2025-09-24T10:05:40,3536.06,Olsen Ltd,dining,Visa,0
2025-04-15T20:06:28,2837.84,Peters Group,electronics,Amex,0
2025-03-18T03:26:29,2347.29,Marsh Ltd,travel,Visa,0
2025-02-28T01:53:20,2660.38,Shaffer-Thompson,electronics,Amex,0
2025-07-14T00:35:21,1841.89,Cowan Ltd,dining,Amex,1
2025-07-20T18:51:15,935.82,"Le, Floyd and Evans",electronics,Amex,1
2025-08-07T07:30:36,1201.54,"Williams, Garcia and Martin",dining,Visa,0
2025-03-25T16:18:03,2625.11,Woods-Soto,travel,Amex,0
2025-06-24T16:57:02,1422.81,"Cook, Ward and Castro",electronics,Visa,0
2025-11-11T13:53:42,490.32,Cooper-Jenkins,grocery,Visa,0
2025-05-17T08:24:01,901.41,"Mccarty, Gonzalez and Johnston",grocery,MasterCard,0
2025-09-10T02:20:20,966.17,"Thompson, Deleon and Kelly",dining,Amex,0
2025-09-19T10:36:43,2454.65,"Freeman, Doyle and Preston",electronics,Visa,0
2025-05-28T23:50:20,1838.11,"Mitchell, Welch and Thomas",grocery,Visa,0
2025-03-07T01:55:01,4651.75,"Morton, Rogers and Welch",dining,Visa,0
2025-08-11T00:02:54,2345.62,Sweeney-Jones,electronics,Amex,0
2025-03-04T21:56:40,3719.95,Perez-Stewart,electronics,Amex,0
2025-04-24T03:38:16,300.92,"Adams, Newman and Nelson",grocery,Amex,0
2025-06-22T18:45:12,361.24,Adkins-Meyer,travel,Amex,0
2025-06-24T20:59:40,494.63,Jackson-Dickerson,dining,Visa,0
2025-02-18T13:27:23,973.67,"Young, King and Manning",travel,Amex,0
2025-10-19T04:04:51,3748.48,Clark Group,grocery,Amex,0
2025-02-10T00:06:59,2887.05,Brown Group,dining,Visa,0
2025-08-01T23:46:22,842.38,Johnson Group,dining,Amex,0
2025-07-23T11:52:24,1694.19,Garcia PLC,dining,MasterCard,0
2025-03-02T07:15:43,4513.4,Pena Group,electronics,MasterCard,0
2025-05-01T03:32:36,2067.59,Wright LLC,electronics,Amex,0
2025-06-22T02:33:16,1211.21,"Martinez, Rose and Jackson",dining,Amex,0
2025-01-14T15:40:05,4631.47,"Kelly, Herman and Lin",dining,MasterCard,0
2025-07-01T10:33:31,4799.52,"Donovan, Dunn and Taylor",grocery,MasterCard,1
2025-09-28T22:18:59,2982.86,"Thompson, Harper and Welch",electronics,Visa,0
2025-09-04T22:33:43,1508.67,"Graham, Bowman and Ferguson",electronics,Visa,0
2025-05-15T19:50:35,3859.9,Fernandez-Ballard,electronics,Amex,0
2025-06-21T14:26:11,2561.24,Diaz-Green,travel,Visa,0
2025-04-28T21:30:16,198.3,Smith and Sons,travel,MasterCard,0
2025-05-14T13:14:23,1841.74,Harrison-Smith,travel,MasterCard,0
2025-07-11T01:08:07,4057.26,Evans-Cannon,dining,Amex,0
2025-11-06T21:34:14,4590.23,Harper-Robles,electronics,MasterCard,0
2025-08-01T21:42:28,872.78,Lopez-Khan,grocery,Amex,0
2025-06-19T18:07:35,3214.85,Wright-Espinoza,dining,Visa,0
2025-09-08T21:04:14,3902.81,Clayton-Walker,electronics,MasterCard,0
2025-01-31T18:17:17,4400.16,Garrett-Black,grocery,Visa,0
2025-11-07T16:09:32,3740.92,"Aguirre, Cohen and Mitchell",grocery,Amex,0
2025-10-16T12:34:49,3889.32,"Lamb, Gutierrez and Castaneda",electronics,Amex,0
2025-03-12T20:09:29,215.5,Roberts Ltd,travel,MasterCard,0
2025-06-26T20:06:16,2516.98,"Chavez, Graves and Vasquez",grocery,Amex,0
2025-05-05T12:36:58,3660.58,Hernandez PLC,dining,Amex,0
2025-01-09T14:16:29,2880.52,Compton LLC,dining,MasterCard,0
2025-04-15T13:04:49,3933.98,Espinoza Ltd,electronics,Visa,0
2025-01-04T04:28:03,2384.51,Davis Inc,dining,MasterCard,0
2025-07-11T16:29:41,434.54,Peterson LLC,travel,Visa,0
2025-11-02T03:29:27,2409.8,Bolton-Ford,dining,Amex,0
2025-11-04T08:36:46,2860.94,Rivera and Sons,travel,Visa,0
2025-01-22T18:18:54,367.5,Rowe-Jones,electronics,Amex,0
2025-07-02T14:05:08,4621.45,Lee LLC,dining,MasterCard,0
2025-11-14T09:19:43,1832.69,Clayton-Martinez,electronics,Amex,0
2025-10-26T07:38:11,3280.5,"Wright, Wise and Ramos",travel,MasterCard,0
2025-10-14T11:06:26,3084.94,Gonzalez Ltd,dining,Amex,0
2025-10-27T10:12:11,737.63,Boyd and Sons,travel,Visa,0
2025-07-03T15:03:12,3429.94,Maldonado-Collins,grocery,Visa,0
2025-05-06T11:10:01,3700.51,Soto Inc,travel,MasterCard,0
2025-10-17T05:20:10,78.53,"Meyer, King and Little",grocery,MasterCard,0
2025-03-19T04:14:18,2255.81,Clay-Boyer,travel,Amex,1
2025-03-26T13:56:00,2694.65,Young Group,electronics,Amex,0
2025-05-07T00:41:05,2420.3,Jackson LLC,travel,Amex,0
2025-08-16T01:46:11,3496.79,Foster and Sons,grocery,MasterCard,1
2025-01-04T11:13:56,859.9,Perkins Ltd,electronics,Visa,0
2025-07-04T13:50:37,2330.15,"Carlson, Watson and Davis",grocery,MasterCard,0
2025-03-03T05:51:22,3305.26,Davis-Montgomery,electronics,Visa,0
2025-10-22T23:36:49,105.2,"Brown, Kelly and Moore",dining,Visa,0
2025-07-28T07:10:31,4899.17,Martinez and Sons,grocery,MasterCard,0
2025-05-04T00:13:35,2428.46,"Kramer, Sherman and Trujillo",grocery,Visa,0
2025-06-20T09:09:23,1002.39,"Lee, Norris and Howard",grocery,Visa,0
2025-02-22T07:47:41,1244.49,Roach-Washington,electronics,MasterCard,0
2025-06-19T21:47:44,1973.07,"Phillips, Terry and Lopez",electronics,Amex,0
2025-03-14T11:29:13,1766.05,"Bailey, Oconnor and Hill",travel,Amex,0
2025-11-19T20:44:23,1386.63,"Rocha, Spencer and Jones",electronics,MasterCard,0
2025-03-02T04:56:31,4453.11,Phillips-Baker,grocery,Amex,0
2025-05-23T13:44:18,4746.09,Smith-Little,electronics,MasterCard,0
2025-05-28T04:56:31,3288.09,"Lopez, Smith and Vincent",dining,Amex,0
2025-10-29T08:59:55,4803.42,"Allen, Le and Barrett",travel,MasterCard,0
2025-07-29T07:26:19,1209.4,Lee-Vega,electronics,Amex,0
2025-10-25T09:09:32,1653.13,"Moore, Campbell and Ortiz",travel,Amex,0
2025-05-06T01:28:54,701.5,Davis Ltd,travel,Visa,0
2025-01-26T21:30:04,1551.9,Conley and Sons,travel,MasterCard,0
2025-03-11T09:02:03,4978.47,Harris Group,travel,Amex,0
2025-03-16T09:59:47,4665.82,Johnson Ltd,electronics,Visa,0
2025-11-21T18:52:35,2791.13,Barrett-Fox,grocery,Visa,0
2025-09-30T08:43:13,1594.81,"Scott, Diaz and Obrien",grocery,MasterCard,0
2025-01-28T12:35:35,4401.86,Conrad and Sons,dining,MasterCard,0
2025-09-12T16:01:37,2220.59,Hebert-Collier,electronics,Visa,0
2025-07-01T18:37:38,3897.75,"Brown, Grant and Hurley",travel,Visa,0
2025-06-11T12:57:53,3814.61,Bauer-Brown,electronics,Amex,0
2025-08-28T14:14:07,2839.55,Rice-Navarro,travel,Visa,0
2025-11-21T01:41:53,3440.02,Miller-Lewis,dining,Visa,0
2025-07-21T17:57:13,2516.6,Garcia and Sons,electronics,Visa,0
2025-07-26T11:26:24,4262.13,Lopez-Fox,travel,Visa,0
2025-04-07T14:38:22,974.37,"Garrett, White and Curry",grocery,MasterCard,0
2025-06-11T05:48:03,4751.49,"Garcia, Fowler and Howard",travel,Visa,0
2025-06-28T03:35:08,340.02,"Ortega, Andrade and Jackson",dining,Amex,0
2025-03-12T01:25:03,2454.82,"Morales, Morgan and Moore",dining,Visa,0
2025-08-21T23:37:11,2143.5,Mahoney-Orr,dining,Amex,0
2025-08-02T15:07:46,1571.36,Kirk-Gutierrez,grocery,Amex,0
2025-09-03T22:13:56,555.49,Mckenzie-Morris,grocery,Visa,0
2025-04-04T11:41:48,2598.33,"Gardner, Brooks and Pierce",grocery,Amex,0
2025-10-17T03:58:23,1943.12,Ward-Chavez,grocery,Visa,0
2025-06-04T05:09:08,1462.99,Barber LLC,electronics,MasterCard,0
2025-08-20T08:54:43,2312.12,Holmes LLC,grocery,Amex,0
2025-01-03T13:13:33,2589.68,Joyce-Lewis,dining,Visa,0
2025-05-03T07:07:27,3616.01,Ingram Ltd,travel,MasterCard,0
2025-11-16T08:44:26,2073.66,Ellison-Dixon,travel,MasterCard,0
2025-08-10T15:00:47,2955.67,"Moore, Johnson and Kelly",travel,MasterCard,0
2025-02-23T18:03:28,460.0,Richardson-Perkins,travel,Amex,0
2025-04-01T11:39:46,3668.98,Shepherd-Davis,dining,Amex,0
2025-06-05T06:23:23,1821.09,"Hardin, Navarro and Cummings",dining,Amex,0
2025-11-04T22:24:09,3957.42,Thompson-Petersen,travel,MasterCard,0
2025-09-25T19:29:31,2756.23,"Johnston, Velez and Larson",travel,MasterCard,0
2025-04-27T15:52:05,2831.8,Cross PLC,travel,Visa,0
2025-05-29T04:16:03,4345.4,Deleon LLC,grocery,MasterCard,0
2025-05-16T02:56:40,1547.23,Butler-Parrish,dining,MasterCard,0
2025-10-27T04:33:20,3136.0,Adkins PLC,travel,Visa,0
2025-01-05T10:34:34,27.63,"Waters, Reyes and Torres",grocery,MasterCard,0
2025-01-16T23:50:47,2493.16,Fernandez-Hernandez,grocery,Amex,0
2025-07-15T02:43:20,4414.69,"Walker, Williams and Dennis",dining,MasterCard,0
2025-06-02T13:55:55,2056.66,Mullins-Johnston,grocery,Visa,0
2025-02-04T23:38:02,4412.02,Reynolds Group,travel,Visa,0
2025-02-27T11:34:32,932.35,Rogers Group,electronics,Visa,0
2025-08-10T22:12:44,735.42,"Williams, Ross and Miller",electronics,MasterCard,0
2025-07-14T21:19:49,4602.72,Ayala-Anderson,dining,Visa,0
2025-02-22T09:05:11,815.06,Hansen-Freeman,travel,MasterCard,0
2025-09-11T07:23:45,3749.18,"Gonzalez, Gilbert and Fitzgerald",grocery,Visa,0
2025-04-06T15:10:39,3844.87,Jones Group,dining,Visa,0
2025-05-06T14:24:53,3794.63,"Glass, Davis and Powers",grocery,MasterCard,0
2025-06-14T11:41:04,2359.38,Bailey-Flores,electronics,MasterCard,0
2025-08-19T15:20:10,2639.99,"Johnson, Torres and Huerta",travel,Amex,0
2025-08-28T07:35:45,300.34,Hanson-Alexander,grocery,MasterCard,0
2025-11-14T17:54:54,3623.13,Gonzalez LLC,electronics,MasterCard,0
2025-03-02T13:56:36,3048.13,"Farrell, Rodriguez and Brown",electronics,Visa,0
2025-08-30T04:09:44,3075.31,Melton LLC,dining,MasterCard,0
2025-01-06T08:00:12,4041.82,Benson-Rodriguez,travel,Amex,0
2025-06-24T18:52:40,1459.54,Johnson-Clark,grocery,Visa,0
2025-07-28T22:34:27,2329.78,Harris PLC,travel,Amex,0
2025-10-19T09:49:00,4994.95,Dunn-Dean,electronics,MasterCard,0
2025-02-24T21:27:12,2806.47,"Hale, Smith and Aguilar",grocery,Amex,0
2025-09-15T16:31:56,1013.92,"Williams, Jackson and Campbell",grocery,MasterCard,0
2025-11-03T11:46:11,1508.42,"Williamson, Brown and Pena",grocery,Visa,0
2025-01-04T05:40:48,3432.32,Price LLC,grocery,Visa,0
2025-09-15T11:26:12,978.14,"Ward, Rodriguez and Carter",dining,MasterCard,0
2025-09-10T04:57:02,3988.3,Hall-James,dining,Visa,0
2025-10-03T14:46:44,3139.73,Mckee Group,electronics,MasterCard,0
2025-08-20T21:26:06,3922.11,"Miller, Gonzalez and Rasmussen",grocery,Amex,0
2025-08-06T17:59:11,1503.73,"Smith, Wright and Moreno",electronics,Amex,0
2025-05-10T13:05:39,2684.07,Long-Moore,electronics,MasterCard,0
2025-05-15T16:13:22,340.4,"Bell, Garrett and Young",grocery,MasterCard,0
2025-07-14T16:00:08,4918.26,Cain-Garrett,travel,Amex,0
2025-05-31T08:41:29,3032.39,Raymond LLC,grocery,MasterCard,0
2025-03-29T14:34:59,3529.28,Peterson Group,grocery,MasterCard,0
2025-09-13T03:02:52,2075.21,Miller Group,travel,MasterCard,0
2025-07-22T05:26:31,2265.01,"Salazar, Garrett and Perez",travel,Amex,0
2025-04-04T08:19:30,1518.57,"Hernandez, Waller and Browning",grocery,Visa,0
2025-05-08T21:09:22,4567.64,Daniels-Clark,grocery,MasterCard,0
2025-02-23T19:37:36,4525.73,"Weaver, Mcbride and Huffman",electronics,MasterCard,0
2025-05-01T00:04:25,3664.88,"Thornton, Mills and Taylor",electronics,Visa,0
2025-10-27T01:23:10,3849.71,Douglas PLC,travel,Visa,0
2025-03-03T09:06:48,3625.61,Jones-Patel,grocery,Visa,0
2025-10-07T09:40:17,1561.8,White and Sons,grocery,MasterCard,0
2025-10-10T08:52:20,2339.71,Cannon Group,electronics,Visa,0
2025-06-09T17:08:39,2892.02,Ramos-Peck,travel,MasterCard,0
2025-09-05T07:50:52,1010.77,"Hill, Maxwell and Rodriguez",electronics,MasterCard,0
2025-03-13T17:57:43,3358.91,Farmer PLC,travel,MasterCard,0
2025-08-28T14:21:29,581.16,Obrien-Salazar,grocery,Visa,0
2025-08-20T14:29:04,2717.22,Hall Inc,electronics,Visa,0
2025-05-20T12:33:30,4716.96,Watts Group,travel,Visa,0
2025-02-22T01:46:40,365.5,"Mathis, Harrison and Banks",electronics,Amex,0
2025-03-13T10:47:06,2223.8,Henry-Taylor,dining,Amex,0
2025-03-17T01:18:43,261.78,Johnson Inc,grocery,MasterCard,0
2025-04-15T19:15:55,1965.66,Walker-Powers,dining,Amex,0
2025-03-20T18:32:45,1784.57,Jones Group,travel,Amex,0
2025-08-28T15:24:36,3794.43,Watts-Delacruz,grocery,MasterCard,0
2025-04-06T20:11:31,2843.27,Sullivan-Williams,dining,Visa,0
2025-10-13T13:47:20,2283.37,Cortez-Long,dining,MasterCard,0
2025-10-16T08:18:07,1166.15,"Wheeler, Fox and Liu",electronics,MasterCard,0
2025-11-02T14:37:29,1966.46,Meyer Group,electronics,MasterCard,0
2025-06-27T10:37:14,2271.88,Rich and Sons,dining,Visa,0
2025-07-21T10:39:32,1763.69,"Foster, Moss and Grant",travel,MasterCard,0
2025-07-20T10:38:57,3842.03,"Estes, Lee and Gonzales",travel,Amex,0
2025-04-29T06:39:01,523.63,Murray-Henderson,grocery,MasterCard,0
2025-08-27T02:49:32,2785.19,Vaughn and Sons,electronics,Amex,0
2025-06-30T00:52:08,2310.26,"Hayes, Sharp and Wilson",travel,Amex,0
2025-10-30T10:18:01,1226.02,"Pace, Horton and Taylor",dining,MasterCard,0
2025-06-10T14:39:07,339.64,Hayes-White,dining,MasterCard,0
2025-08-18T06:08:20,2840.38,"Huang, Khan and Davis",travel,Visa,0
2025-05-06T20:35:45,3316.44,"Wong, Dawson and Martin",dining,Visa,0
2025-10-12T18:30:01,2964.89,Davis Ltd,grocery,MasterCard,0
2025-06-24T12:41:48,889.11,"Cox, Mills and Cruz",grocery,Amex,0
2025-11-04T05:16:30,552.64,"Salazar, Moore and Pierce",dining,MasterCard,0
2025-01-18T01:14:03,2476.53,Barr PLC,grocery,Visa,0
2025-09-14T03:16:05,4087.0,Martin and Sons,grocery,Visa,0
2025-03-11T11:09:32,3307.8,"Williams, Parker and Cross",electronics,MasterCard,0
2025-06-23T07:25:41,3081.71,Sims-Wilson,travel,Amex,0
2025-02-21T02:19:51,4388.35,Smith LLC,electronics,MasterCard,0
2025-01-05T17:47:04,3591.78,Jimenez-Jimenez,grocery,Amex,0
2025-11-10T14:01:19,50.52,Franklin Group,dining,Visa,0
2025-04-03T09:11:13,4264.0,Chapman Group,grocery,Visa,0
2025-06-26T05:08:57,3519.74,Ramos-Burke,electronics,Visa,0
2025-01-03T13:15:54,4307.63,Khan LLC,travel,MasterCard,0
2025-08-29T16:38:17,3514.09,"Grant, Bryan and Williams",electronics,Amex,0
2025-02-27T13:50:51,1920.12,Delgado Inc,travel,Amex,0
2025-02-26T10:59:15,875.32,Estrada PLC,dining,MasterCard,0
2025-04-26T21:40:36,4201.41,Knapp-Williams,travel,Visa,0
2025-06-11T22:19:12,67.9,Martin LLC,travel,Amex,0
2025-08-26T07:46:09,4425.59,"Holt, Larson and Cobb",travel,Visa,0
2025-03-10T21:40:02,694.73,Curry-Ward,dining,Amex,0
2025-01-14T22:03:12,3026.1,Mack LLC,travel,MasterCard,0
2025-05-24T03:18:57,2551.98,Wilkins-Chang,dining,MasterCard,0
2025-11-24T12:12:55,1782.98,"Brown, Ruiz and Martinez",grocery,Amex,0
2025-04-17T13:45:58,2495.8,Rose-Warren,electronics,MasterCard,0
2025-09-28T05:36:03,4633.56,Salazar Inc,grocery,Visa,0
2025-08-10T21:31:37,2845.07,"Krause, Rice and Miller",grocery,Amex,0
2025-10-09T04:51:36,2412.85,"Jacobs, French and Mann",travel,Amex,0
2025-06-15T20:25:41,3659.15,"Abbott, Green and Andrews",electronics,MasterCard,0
2025-08-31T01:03:23,2589.58,Ho-Mendez,grocery,Visa,0
2025-07-12T18:45:16,2367.53,"Daniel, Jimenez and Morton",grocery,Amex,0
2025-08-25T16:04:24,3172.1,Erickson and Sons,electronics,Amex,0
2025-01-01T14:44:06,273.34,Johnson Ltd,grocery,MasterCard,0
2025-11-06T10:05:08,2275.63,Mclaughlin and Sons,electronics,MasterCard,0
2025-11-07T12:28:47,1771.04,"Duarte, Gutierrez and Cook",electronics,MasterCard,0
2025-08-06T15:27:03,845.87,"Lewis, Davidson and Vaughn",electronics,Amex,0
2025-04-09T19:20:35,3927.26,Parker PLC,dining,Amex,0
2025-08-02T14:18:42,853.71,Wang-Wilson,electronics,Amex,0
2025-05-10T10:25:18,3125.34,Foster-Carroll,grocery,Visa,0
2025-01-12T07:23:37,2532.92,Lee LLC,electronics,MasterCard,0
2025-09-19T03:54:08,671.37,Hendricks-Robles,electronics,Visa,0
2025-09-08T17:54:53,3709.73,Olson Ltd,travel,Amex,0
2025-06-28T21:16:13,2238.8,"Huang, Ford and Olsen",electronics,Amex,0
2025-10-16T09:23:26,1188.62,Conley LLC,grocery,MasterCard,0
2025-08-08T09:38:49,4920.52,"Gregory, Peters and Smith",travel,MasterCard,0
2025-08-13T05:44:09,3766.28,"Rivera, Hendricks and Flynn",dining,Visa,0
2025-01-26T17:09:00,3306.73,Ramirez Inc,travel,Visa,0
2025-05-12T17:07:46,2893.01,Sims-Kirby,grocery,Amex,0
2025-08-10T17:56:04,1329.33,"Price, Larson and Hancock",grocery,Visa,0
2025-10-19T20:51:44,2325.43,Thornton-Edwards,dining,Amex,0
2025-01-13T06:47:46,4741.78,Gutierrez-Crawford,travel,MasterCard,0
2025-04-03T06:59:10,3420.71,Hayes-Sampson,electronics,Visa,0
2025-03-25T22:34:10,2656.91,"Turner, Rodriguez and Glover",electronics,MasterCard,0
2025-10-30T01:31:54,1916.2,Gentry Group,grocery,Visa,0
2025-07-16T12:12:44,4589.38,Lloyd PLC,dining,Amex,0
2025-03-01T20:06:32,4591.03,Peterson Group,electronics,MasterCard,0
2025-10-12T10:50:43,1342.77,"Collins, Murphy and Hammond",dining,MasterCard,0
2025-02-08T03:46:15,3868.02,"Rhodes, Anderson and Hardy",travel,Amex,0
2025-06-28T09:37:26,1693.66,Reeves-Boyd,travel,MasterCard,0
2025-01-02T14:18:24,2742.59,Randolph-Mcdaniel,grocery,Visa,0
2025-08-19T19:09:42,2062.13,Cook Inc,dining,MasterCard,0
2025-02-10T00:59:16,1104.89,"Miranda, Reese and Johnson",travel,Visa,0
2025-10-22T13:40:29,128.27,Fowler-Clark,travel,Amex,0
2025-03-19T21:18:46,3194.03,Mitchell PLC,grocery,Visa,0
2025-05-04T22:41:29,4283.64,Lambert-Nelson,travel,Visa,0
2025-03-03T03:58:09,3481.31,Wilson-Mullen,dining,Amex,0
2025-08-06T08:05:24,4681.55,"Garcia, Daniels and Dunn",electronics,MasterCard,0
2025-04-16T06:23:19,3464.19,Harding LLC,electronics,MasterCard,0
2025-08-11T22:50:27,818.21,Jackson LLC,grocery,MasterCard,0
2025-08-27T04:01:27,1949.07,Fernandez-Williams,electronics,MasterCard,0
2025-01-12T06:13:53,897.87,Berger-Williams,travel,Amex,0
2025-05-29T23:24:28,1969.25,Miller Group,grocery,Visa,0
2025-03-11T12:14:32,2707.75,"Carlson, Watkins and Huff",grocery,MasterCard,0
2025-09-29T14:33:32,3579.85,Jensen-Edwards,grocery,Visa,0
2025-11-14T11:06:41,2861.01,Marquez Ltd,dining,Visa,0
2025-11-11T07:13:15,4483.6,"Miller, Livingston and Duran",grocery,Visa,0
2025-08-09T12:10:47,3326.38,Davis Ltd,electronics,MasterCard,0
2025-07-01T20:38:52,2877.45,Bryant Ltd,dining,MasterCard,0
2025-09-08T06:25:00,2185.93,"Miranda, Ruiz and Meza",grocery,Amex,0
2025-02-25T19:34:59,1136.98,"Scott, Cox and White",dining,Visa,0
2025-09-16T07:55:57,2840.55,Mccormick-Khan,electronics,MasterCard,0
2025-06-26T00:54:15,3412.36,Johnson-Alvarez,grocery,MasterCard,0
2025-05-17T11:39:57,2677.79,Murray-Jackson,grocery,MasterCard,0
2025-10-26T05:44:01,3804.66,Munoz-Anderson,travel,Visa,0
2025-02-09T23:23:51,2776.83,Roth-Robles,travel,MasterCard,0
